unique_id,ds,y,otb_28,otb_30,otb_46,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,holiday_name_Christmas Day (observed),holiday_name_Columbus Day,holiday_name_Independence Day,holiday_name_Juneteenth National Independence Day,holiday_name_Juneteenth National Independence Day (observed),holiday_name_Labor Day,holiday_name_Martin Luther King Jr. Day,holiday_name_Memorial Day,holiday_name_New Year's Day,holiday_name_New Year's Day (observed),holiday_name_Thanksgiving Day,holiday_name_Veterans Day,holiday_name_Washington's Birthday,holiday_name_None,hotel_type_Key Central Business District,hotel_type_Other High Leisure Mix,hotel_type_Resorts & Destinations
hotel_7,2023-01-03,0.3957654723127036,0.1791530944625407,0.1742671009771987,0.12866449511400652,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2023-01-04,0.5716612377850163,0.1758957654723127,0.15798045602605862,0.0993485342019544,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2023-01-05,0.6074918566775245,0.19381107491856678,0.1563517915309446,0.09283387622149837,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2023-01-06,0.6938110749185668,0.31107491856677527,0.23127035830618892,0.17100977198697068,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2023-01-07,0.5879478827361564,0.250814332247557,0.24592833876221498,0.15798045602605862,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2023-01-08,0.511400651465798,0.21172638436482086,0.20846905537459284,0.12866449511400652,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2023-01-09,0.36319218241042345,0.11400651465798045,0.11074918566775244,0.0749185667752443,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2023-01-10,0.38436482084690554,0.11889250814332247,0.11400651465798045,0.0749185667752443,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2023-01-11,0.46416938110749184,0.21661237785016288,0.1742671009771987,0.08143322475570032,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2023-01-12,0.46254071661237783,0.21661237785016288,0.15472312703583063,0.057003257328990226,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
